Class Name,Instance Side Definition,Class Side Definition
TaCompositionElement,"TaAbstractComposition subclass: #TaCompositionElement 	instanceVariableNames: 'innerClass' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TraitsV2-Compositions'","TaCompositionElement class 	instanceVariableNames: ''"
TaDeepAliasMethod,"TaAliasMethod subclass: #TaDeepAliasMethod 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TraitsV2-Compositions'","TaDeepAliasMethod class 	instanceVariableNames: ''"
TaEmptyComposition,"TaAbstractComposition subclass: #TaEmptyComposition 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TraitsV2-Compositions'","TaEmptyComposition class 	instanceVariableNames: ''"
TaRemoveMethod,"TaSingleComposition subclass: #TaRemoveMethod 	instanceVariableNames: 'removedSelectors' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TraitsV2-Compositions'","TaRemoveMethod class 	instanceVariableNames: ''"
TaRemoveSlot,"TaSingleComposition subclass: #TaRemoveSlot 	instanceVariableNames: 'slotName' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TraitsV2-Compositions'","TaRemoveSlot class 	instanceVariableNames: ''"
TaRenameSlot,"TaSingleComposition subclass: #TaRenameSlot 	instanceVariableNames: 'oldName newName' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TraitsV2-Compositions'","TaRenameSlot class 	instanceVariableNames: ''"
TaSequence,"TaAbstractComposition subclass: #TaSequence 	instanceVariableNames: 'members' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TraitsV2-Compositions'","TaSequence class 	instanceVariableNames: ''"
TaSingleComposition,"TaAbstractComposition subclass: #TaSingleComposition 	instanceVariableNames: 'inner' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'TraitsV2-Compositions'","TaSingleComposition class 	instanceVariableNames: ''"
TabAction,"Object subclass: #TabAction 	instanceVariableNames: 'action icon label' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs'","TabAction class 	instanceVariableNames: ''"
TabActionButtonMorph,"MultistateButtonMorph subclass: #TabActionButtonMorph 	instanceVariableNames: 'icon' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs-Support'","TabActionButtonMorph class 	instanceVariableNames: ''"
TabBarMorph,"PanelMorph subclass: #TabBarMorph 	instanceVariableNames: 'tabs selectionHistory menuButton numberOfSelectedTabs' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs'","TabBarMorph class 	instanceVariableNames: ''"
TabBuildingIconMorph,"Morph subclass: #TabBuildingIconMorph 	instanceVariableNames: 'progressIconMorph progress' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs'","TabBuildingIconMorph class 	instanceVariableNames: ''"
TabDisabled,"TabState subclass: #TabDisabled 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs-States'","TabDisabled class 	instanceVariableNames: ''"
TabEnabled,"TabState subclass: #TabEnabled 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs-States'","TabEnabled class 	instanceVariableNames: ''"
TabExample,"Model subclass: #TabExample 	instanceVariableNames: 'manager listModel window' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Examples-Tabs'","TabExample class 	instanceVariableNames: ''"
TabGroupMorph,"MorphicModel subclass: #TabGroupMorph 	instanceVariableNames: 'tabSelectorMorph contentMorph pageMorphs' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-PolyTabs'","TabGroupMorph class 	instanceVariableNames: ''"
TabLabelItem,"IconicListItem subclass: #TabLabelItem 	instanceVariableNames: 'tab storedIcon' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs-Support'","TabLabelItem class 	instanceVariableNames: ''"
TabLabelMorph,"PanelMorph subclass: #TabLabelMorph 	instanceVariableNames: 'tabSelector normalLabel selectedLabel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-PolyTabs'","TabLabelMorph class 	instanceVariableNames: ''"
TabManagerModel,"TabManagerPresenter subclass: #TabManagerModel 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Deprecated-Obsolete'","TabManagerModel class 	instanceVariableNames: ''"
TabManagerMorph,"PanelMorph subclass: #TabManagerMorph 	instanceVariableNames: 'toolbar container contentsWrapper processes model' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs'","TabManagerMorph class 	instanceVariableNames: ''"
TabManagerPresenter,"AbstractWidgetPresenter subclass: #TabManagerPresenter 	instanceVariableNames: 'tabs tabSelectedAction selectedTab' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Core-Widgets'","TabManagerPresenter class 	instanceVariableNames: ''"
TabManagerPresenterTest,"SpecTestCase subclass: #TabManagerPresenterTest 	instanceVariableNames: 'redTab' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tests-Core-Widgets'","TabManagerPresenterTest class 	instanceVariableNames: ''"
TabModel,"TabPresenter subclass: #TabModel 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Deprecated-Obsolete'","TabModel class 	instanceVariableNames: ''"
TabMorph,"Morph subclass: #TabMorph 	instanceVariableNames: 'closeable label morph state fadeOut retrievingBlock closeIcon actions menu retrievingProcess retrievingSemaphore model' 	classVariableNames: 'Icons' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs'","TabMorph class 	instanceVariableNames: ''"
TabPanelBorder,"SimpleBorder subclass: #TabPanelBorder 	instanceVariableNames: 'tabSelector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Borders'","TabPanelBorder class 	instanceVariableNames: ''"
TabPresenter,"AbstractWidgetPresenter subclass: #TabPresenter 	instanceVariableNames: 'tabSelectedActionHolder labelHolder iconHolder morphHolder retrievingBlockHolder menuHolder actionsHolder closeableHolder selectedHolder' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Core-Widgets'","TabPresenter class 	instanceVariableNames: ''"
TabPresenterTest,"SpecTestCase subclass: #TabPresenterTest 	instanceVariableNames: 'manager' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tests-Core-Widgets'","TabPresenterTest class 	instanceVariableNames: ''"
TabSelected,"TabEnabled subclass: #TabSelected 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs-States'","TabSelected class 	instanceVariableNames: ''"
TabSelectorMorph,"MorphicModel subclass: #TabSelectorMorph 	instanceVariableNames: 'selectedIndex visibleTabRange font tabs controls wrapScrolling' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-PolyTabs'","TabSelectorMorph class 	instanceVariableNames: ''"
TabState,"Object subclass: #TabState 	instanceVariableNames: 'tab' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs-States'","TabState class 	instanceVariableNames: ''"
TabWithNoContents,"Error subclass: #TabWithNoContents 	instanceVariableNames: 'tab' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tabs-Support'","TabWithNoContents class 	instanceVariableNames: ''"
TableContainerModel,"TableContainerPresenter subclass: #TableContainerModel 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Deprecated-Obsolete'","TableContainerModel class 	instanceVariableNames: ''"
TableContainerPresenter,"ContainerPresenter subclass: #TableContainerPresenter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Core-Support'","TableContainerPresenter class 	instanceVariableNames: ''"
TableLayout,"LayoutPolicy subclass: #TableLayout 	instanceVariableNames: 'properties minExtentCache' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Layouts'","TableLayout class 	instanceVariableNames: ''"
TableLayoutProperties,"LayoutProperties subclass: #TableLayoutProperties 	instanceVariableNames: 'cellInset cellPositioning cellSpacing layoutInset listCentering listDirection listSpacing reverseTableCells rubberBandCells wrapCentering wrapDirection minCellSize maxCellSize' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Layouts'","TableLayoutProperties class 	instanceVariableNames: ''"
TabsExample,"ComposablePresenter subclass: #TabsExample 	instanceVariableNames: 'manager' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Examples-Standalone'","TabsExample class 	instanceVariableNames: ''"
TabsExampleTest,"SpecTestCase subclass: #TabsExampleTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tests-Examples'","TabsExampleTest class 	instanceVariableNames: ''"
TarArchive,"Archive subclass: #TarArchive 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Archives'","TarArchive class 	instanceVariableNames: ''"
TarArchiveMember,"ArchiveMember subclass: #TarArchiveMember 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Compression-Archives'","TarArchiveMember class 	instanceVariableNames: ''"
TaskListMorph,"Morph subclass: #TaskListMorph 	instanceVariableNames: 'tasks taskList preview' 	classVariableNames: 'KeepOpen' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Taskbar'","TaskListMorph class 	instanceVariableNames: ''"
TaskbarItemMorph,"PluggableButtonMorph subclass: #TaskbarItemMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Taskbar'","TaskbarItemMorph class 	instanceVariableNames: ''"
TaskbarMorph,"Morph subclass: #TaskbarMorph 	instanceVariableNames: 'tasks orderedTasks' 	classVariableNames: 'MaximumButtons ShowTaskbar ShowWindowPreview' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Taskbar'","TaskbarMorph class 	instanceVariableNames: ''"
TaskbarTask,"Object subclass: #TaskbarTask 	instanceVariableNames: 'morph state label icon' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Taskbar'","TaskbarTask class 	instanceVariableNames: ''"
TelnetProtocolClient,"ProtocolClient subclass: #TelnetProtocolClient 	instanceVariableNames: 'responseCode' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Protocols-Protocols'","TelnetProtocolClient class 	instanceVariableNames: ''"
TelnetProtocolError,"ProtocolClientError subclass: #TelnetProtocolError 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Protocols-Exceptions'","TelnetProtocolError class 	instanceVariableNames: ''"
TemporaryVariable,"Object subclass: #TemporaryVariable 	instanceVariableNames: 'name method startpc' 	classVariableNames: 'PersistentTemps Properties' 	poolDictionaries: '' 	category: 'Slot-Core-Variables'","TemporaryVariable class 	instanceVariableNames: ''"
TemporaryVariableTest,"TestCase subclass: #TemporaryVariableTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Slot-Tests'","TemporaryVariableTest class 	instanceVariableNames: ''"
TermInfoCharacter,"NullTermInfo subclass: #TermInfoCharacter 	instanceVariableNames: 'cache' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-CommandLine-Utilities'","TermInfoCharacter class 	instanceVariableNames: ''"
Termcap,"Object subclass: #Termcap 	instanceVariableNames: 'cache' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-CommandLine-Utilities'","Termcap class 	instanceVariableNames: ''"
TestAnnouncement,"Announcement subclass: #TestAnnouncement 	instanceVariableNames: 'test' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Kernel'","TestAnnouncement class 	instanceVariableNames: ''"
TestAsserter,"Object subclass: #TestAsserter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Kernel'","TestAsserter class 	instanceVariableNames: ''"
TestCase,"TestAsserter subclass: #TestCase 	instanceVariableNames: 'testSelector expectedFails' 	classVariableNames: 'Announcers DefaultTimeLimit HistoryAnnouncer' 	poolDictionaries: '' 	category: 'SUnit-Core-Kernel'","TestCase class 	instanceVariableNames: 'history'"
TestCaseAnnouncement,"Announcement subclass: #TestCaseAnnouncement 	instanceVariableNames: 'testCase testSelector testResult' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Announcements'","TestCaseAnnouncement class 	instanceVariableNames: ''"
TestCaseEnded,"TestCaseAnnouncement subclass: #TestCaseEnded 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Announcements'","TestCaseEnded class 	instanceVariableNames: ''"
TestCaseStarted,"TestCaseAnnouncement subclass: #TestCaseStarted 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Announcements'","TestCaseStarted class 	instanceVariableNames: ''"
TestCaseTest,"TestCase subclass: #TestCaseTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Tests-Core'","TestCaseTest class 	instanceVariableNames: ''"
TestClassForTestingDebugger,"TestCase subclass: #TestClassForTestingDebugger 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Debugger'","TestClassForTestingDebugger class 	instanceVariableNames: ''"
TestCommandLineHandler,"CommandLineHandler subclass: #TestCommandLineHandler 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'JenkinsTools-Core'","TestCommandLineHandler class 	instanceVariableNames: ''"
TestDelayBasicSchedulerMicrosecondTicker,"TestCase subclass: #TestDelayBasicSchedulerMicrosecondTicker 	instanceVariableNames: 'ticker scheduler suspendedDelaysHeap' 	classVariableNames: 'DebugMe' 	poolDictionaries: '' 	category: 'Kernel-Tests-Delays'","TestDelayBasicSchedulerMicrosecondTicker class 	instanceVariableNames: ''"
TestDelayBasicSchedulerMillisecondTicker,"TestDelayBasicSchedulerMicrosecondTicker subclass: #TestDelayBasicSchedulerMillisecondTicker 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Delays'","TestDelayBasicSchedulerMillisecondTicker class 	instanceVariableNames: ''"
TestDelayMutexSchedulerMicrosecondTicker,"TestDelayBasicSchedulerMicrosecondTicker subclass: #TestDelayMutexSchedulerMicrosecondTicker 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Delays'","TestDelayMutexSchedulerMicrosecondTicker class 	instanceVariableNames: ''"
TestDelayMutexSchedulerMillisecondTicker,"TestDelayMutexSchedulerMicrosecondTicker subclass: #TestDelayMutexSchedulerMillisecondTicker 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Delays'","TestDelayMutexSchedulerMillisecondTicker class 	instanceVariableNames: ''"
TestDelaySemaphoreSchedulerMicrosecondTicker,"TestDelayBasicSchedulerMicrosecondTicker subclass: #TestDelaySemaphoreSchedulerMicrosecondTicker 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Delays'","TestDelaySemaphoreSchedulerMicrosecondTicker class 	instanceVariableNames: ''"
TestDelaySemaphoreSchedulerMillisecondTicker,"TestDelaySemaphoreSchedulerMicrosecondTicker subclass: #TestDelaySemaphoreSchedulerMillisecondTicker 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Delays'","TestDelaySemaphoreSchedulerMillisecondTicker class 	instanceVariableNames: ''"
TestDynamicVariable,"DynamicVariable subclass: #TestDynamicVariable 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Processes'","TestDynamicVariable class 	instanceVariableNames: ''"
TestExecutionEnvironment,"ExecutionEnvironment subclass: #TestExecutionEnvironment 	instanceVariableNames: 'watchDogProcess watchDogSemaphore testCase maxTimeForTest forkedProcesses failedProcesses testCompleted' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Kernel'","TestExecutionEnvironment class 	instanceVariableNames: ''"
TestFailedByForkedProcess,"Error subclass: #TestFailedByForkedProcess 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Kernel'","TestFailedByForkedProcess class 	instanceVariableNames: ''"
TestFailure,"Exception subclass: #TestFailure 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Kernel'","TestFailure class 	instanceVariableNames: ''"
TestInWorldMorph,"Morph subclass: #TestInWorldMorph 	instanceVariableNames: 'intoWorldCount outOfWorldCount' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Tests-Kernel'","TestInWorldMorph class 	instanceVariableNames: ''"
TestInheritableVariable,"ProcessLocalVariable subclass: #TestInheritableVariable 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Processes'","TestInheritableVariable class 	instanceVariableNames: 'enabled'"
TestLocalVariable,"ProcessLocalVariable subclass: #TestLocalVariable 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Processes'","TestLocalVariable class 	instanceVariableNames: ''"
TestObjectsAsMethods,"TestCase subclass: #TestObjectsAsMethods 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-ObjectsAsMethods'","TestObjectsAsMethods class 	instanceVariableNames: ''"
TestResource,"TestAsserter subclass: #TestResource 	instanceVariableNames: 'name description' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Kernel'","TestResource class 	instanceVariableNames: 'current'"
TestResult,"Object subclass: #TestResult 	instanceVariableNames: 'timeStamp failures errors passed skipped' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Kernel'","TestResult class 	instanceVariableNames: ''"
TestReviver,"ComposablePresenter subclass: #TestReviver 	instanceVariableNames: 'errorListModel debugButton browseButton vmVersionLabel vmVersion timeStamp timeStampLabel imageVersion imageVersionLabel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-UI-Tools'","TestReviver class 	instanceVariableNames: ''"
TestRunner,"Model subclass: #TestRunner 	instanceVariableNames: 'classes classIndex classesSelected failedList failedSelected errorList errorSelected lastUpdate result previousRun classPattern testAnnouncementBlock packages packagesSelected packagePattern packageIndex' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-UI-Tools'","TestRunner class 	instanceVariableNames: ''"
TestSessionHandler,"AbstractSessionHandler subclass: #TestSessionHandler 	instanceVariableNames: 'startupHandler shutdownHandler' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-SessionManager-Tests'","TestSessionHandler class 	instanceVariableNames: ''"
TestSharedPool,"SharedPool subclass: #TestSharedPool 	instanceVariableNames: '' 	classVariableNames: 'One' 	poolDictionaries: '' 	category: 'Slot-Tests'","TestSharedPool class 	instanceVariableNames: ''"
TestSkip,"Exception subclass: #TestSkip 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Extensions'","TestSkip class 	instanceVariableNames: ''"
TestStartupUIManager,"StartupUIManager subclass: #TestStartupUIManager 	instanceVariableNames: 'sessionManager' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-SessionManager-Tests'","TestStartupUIManager class 	instanceVariableNames: ''"
TestSuite,"Object subclass: #TestSuite 	instanceVariableNames: 'tests resources name announcer' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Kernel'","TestSuite class 	instanceVariableNames: ''"
TestSuiteEnded,"TestCaseAnnouncement subclass: #TestSuiteEnded 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Announcements'","TestSuiteEnded class 	instanceVariableNames: ''"
TestTookTooMuchTime,"Error subclass: #TestTookTooMuchTime 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SUnit-Core-Kernel'","TestTookTooMuchTime class 	instanceVariableNames: ''"
TestValueWithinFix,"TestCase subclass: #TestValueWithinFix 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Extended-Processes'","TestValueWithinFix class 	instanceVariableNames: ''"
TestWorkingSession,"WorkingSession subclass: #TestWorkingSession 	instanceVariableNames: 'errors errorHandler' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-SessionManager-Tests'","TestWorkingSession class 	instanceVariableNames: ''"
TestingAbstractTwoButtons,"AbstractTwoButtons subclass: #TestingAbstractTwoButtons 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tests-Utils'","TestingAbstractTwoButtons class 	instanceVariableNames: ''"
TestingComposablePresenter,"ComposablePresenter subclass: #TestingComposablePresenter 	instanceVariableNames: 'list' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tests-Utils'","TestingComposablePresenter class 	instanceVariableNames: ''"
TestingComposablePresenterWithModel,"ComposablePresenterWithModel subclass: #TestingComposablePresenterWithModel 	instanceVariableNames: 'x y' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tests-Utils'","TestingComposablePresenterWithModel class 	instanceVariableNames: ''"
TestingPointModel,"Model subclass: #TestingPointModel 	instanceVariableNames: 'x y' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tests-Utils'","TestingPointModel class 	instanceVariableNames: ''"
Text,"ArrayedCollection subclass: #Text 	instanceVariableNames: 'string runs' 	classVariableNames: '' 	poolDictionaries: 'TextConstants' 	category: 'Text-Core-Base'","Text class 	instanceVariableNames: ''"
TextAction,"TextAttribute subclass: #TextAction 	instanceVariableNames: 'actOnClickBlock' 	classVariableNames: 'ActOnClickBlock' 	poolDictionaries: '' 	category: 'Text-Core-Attributes'","TextAction class 	instanceVariableNames: ''"
TextAlignment,"TextAttribute subclass: #TextAlignment 	instanceVariableNames: 'alignment' 	classVariableNames: '' 	poolDictionaries: 'TextConstants' 	category: 'Text-Core-Attributes'","TextAlignment class 	instanceVariableNames: ''"
TextAlignmentTest,"HashAndEqualsTestCase subclass: #TextAlignmentTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Text-Tests-Base'","TextAlignmentTest class 	instanceVariableNames: ''"
TextAnchor,"TextAttribute subclass: #TextAnchor 	instanceVariableNames: 'anchoredMorph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Text Support'","TextAnchor class 	instanceVariableNames: ''"
TextAnchorTest,"HashAndEqualsTestCase subclass: #TextAnchorTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Tests-Text Support'","TextAnchorTest class 	instanceVariableNames: ''"
TextAndTextStreamTest,"TestCase subclass: #TextAndTextStreamTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Text-Tests-Base'","TextAndTextStreamTest class 	instanceVariableNames: ''"
TextAttribute,"Object subclass: #TextAttribute 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Text-Core-Attributes'","TextAttribute class 	instanceVariableNames: ''"
TextClassLink,"TextLink subclass: #TextClassLink 	instanceVariableNames: 'className' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Text-Core-Attributes'","TextClassLink class 	instanceVariableNames: ''"
TextColor,"TextAttribute subclass: #TextColor 	instanceVariableNames: 'color' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Text-Core-Attributes'","TextColor class 	instanceVariableNames: ''"
TextComposer,"Object subclass: #TextComposer 	instanceVariableNames: 'lines maxRightX currentY scanner possibleSlide nowSliding prevIndex prevLines currCharIndex startCharIndex stopCharIndex deltaCharIndex theText theContainer isFirstLine theTextStyle defaultLineHeight actualHeight wantsColumnBreaks' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Text Support'","TextComposer class 	instanceVariableNames: ''"
TextConstants,"SharedPool subclass: #TextConstants 	instanceVariableNames: '' 	classVariableNames: 'BS BS2 Basal Bold CR Centered Clear CrossedX CtrlA CtrlB CtrlC CtrlD CtrlDigits CtrlE CtrlF CtrlG CtrlH CtrlI CtrlJ CtrlK CtrlL CtrlM CtrlN CtrlO CtrlOpenBrackets CtrlP CtrlQ CtrlR CtrlS CtrlT CtrlU CtrlV CtrlW CtrlX CtrlY CtrlZ Ctrla Ctrlb Ctrlc Ctrld Ctrle Ctrlf Ctrlg Ctrlh Ctrli Ctrlj Ctrlk Ctrll Ctrlm Ctrln Ctrlo Ctrlp Ctrlq Ctrlr Ctrls Ctrlt Ctrlu Ctrlv Ctrlw Ctrlx Ctrly Ctrlz DefaultBaseline DefaultFontFamilySize DefaultLineGrid DefaultMarginTabsArray DefaultMask DefaultRule DefaultSpace DefaultTab DefaultTabsArray ESC EndOfRun Enter Italic Justified LeftFlush LeftMarginTab RightFlush RightMarginTab Space Tab TextSharedInformation' 	poolDictionaries: '' 	category: 'Text-Core-Base'","TextConstants class 	instanceVariableNames: ''"
TextContainer,"Object subclass: #TextContainer 	instanceVariableNames: 'textMorph shadowForm vertProfile minWidth rectangleCache fillsOwner avoidsOcclusions' 	classVariableNames: 'OuterMargin' 	poolDictionaries: '' 	category: 'Morphic-Base-Text Support'","TextContainer class 	instanceVariableNames: ''"
TextConverter,"Object subclass: #TextConverter 	instanceVariableNames: 'latin1Map latin1Encodings' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-TextConversion-TextConverter'","TextConverter class 	instanceVariableNames: 'latin1Map latin1Encodings'"
TextDiffBuilder,"Object subclass: #TextDiffBuilder 	instanceVariableNames: 'xLines yLines' 	classVariableNames: 'DiffsWithPrettyPrint IgnoreLineEndings InsertTextAttributes NormalTextAttributes RemoveTextAttributes' 	poolDictionaries: '' 	category: 'Text-Diff-Building'","TextDiffBuilder class 	instanceVariableNames: ''"
TextDiffBuilderTest,"TestCase subclass: #TextDiffBuilderTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tools-Test-DiffBuilder'","TextDiffBuilderTest class 	instanceVariableNames: ''"
TextDoIt,"TextAction subclass: #TextDoIt 	instanceVariableNames: 'evalString' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Text-Core-Attributes'","TextDoIt class 	instanceVariableNames: ''"
TextEditor,"Editor subclass: #TextEditor 	instanceVariableNames: 'model editingState' 	classVariableNames: 'CaseSensitiveFinds UseFindReplaceSelection UseSecondarySelection UseSelectionBar WalkAlongDisplayedLine' 	poolDictionaries: '' 	category: 'Text-Edition'","TextEditor class 	instanceVariableNames: 'cmdActions shiftCmdActions'"
TextEditorDialogWindow,"MessageDialogWindow subclass: #TextEditorDialogWindow 	instanceVariableNames: 'entryText textEditorMorph' 	classVariableNames: 'AutoAccept' 	poolDictionaries: '' 	category: 'Polymorph-Widgets-Windows'","TextEditorDialogWindow class 	instanceVariableNames: ''"
TextEditorTest,"TestCase subclass: #TextEditorTest 	instanceVariableNames: 'editor' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Text-Edition-Tests-Editor'","TextEditorTest class 	instanceVariableNames: ''"
TextEmphasis,"TextAttribute subclass: #TextEmphasis 	instanceVariableNames: 'emphasisCode setMode' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Text-Core-Attributes'","TextEmphasis class 	instanceVariableNames: ''"
TextEmphasisTest,"HashAndEqualsTestCase subclass: #TextEmphasisTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Text-Tests-Base'","TextEmphasisTest class 	instanceVariableNames: ''"
