Class Name,Instance Side Definition,Class Side Definition
KMAltModifier,"KMModifier subclass: #KMAltModifier 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMAltModifier class 	instanceVariableNames: ''"
KMBuffer,"Object subclass: #KMBuffer 	instanceVariableNames: 'buffer currentEvent' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMBuffer class 	instanceVariableNames: 'uniqueInstance'"
KMBuilder,"Object subclass: #KMBuilder 	instanceVariableNames: 'platform' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Pragmas'","KMBuilder class 	instanceVariableNames: ''"
KMCatcherMorph,"BorderedMorph subclass: #KMCatcherMorph 	instanceVariableNames: 'focused keystrokes keymapSetting labelMorph initialShortcut edited' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Settings'","KMCatcherMorph class 	instanceVariableNames: ''"
KMCategory,"Object subclass: #KMCategory 	instanceVariableNames: 'name platforms' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMCategory class 	instanceVariableNames: ''"
KMCategoryBinding,"Object subclass: #KMCategoryBinding 	instanceVariableNames: 'target category morph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMCategoryBinding class 	instanceVariableNames: ''"
KMCategoryTarget,"Object subclass: #KMCategoryTarget 	instanceVariableNames: 'target category morph' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMCategoryTarget class 	instanceVariableNames: ''"
KMCategoryTest,"AbstractKeymappingTest subclass: #KMCategoryTest 	instanceVariableNames: 'categoryContainer' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tests'","KMCategoryTest class 	instanceVariableNames: ''"
KMCombinationTests,"AbstractKeymappingTest subclass: #KMCombinationTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tests'","KMCombinationTests class 	instanceVariableNames: ''"
KMCommandModifier,"KMModifier subclass: #KMCommandModifier 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMCommandModifier class 	instanceVariableNames: ''"
KMCompleteMatch,"Announcement subclass: #KMCompleteMatch 	instanceVariableNames: 'event source' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core-Announcements'","KMCompleteMatch class 	instanceVariableNames: ''"
KMComposedModifier,"KMModifier subclass: #KMComposedModifier 	instanceVariableNames: 'modifiers' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMComposedModifier class 	instanceVariableNames: ''"
KMCtrlModifier,"KMModifier subclass: #KMCtrlModifier 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMCtrlModifier class 	instanceVariableNames: ''"
KMDescription,"ComposableModel subclass: #KMDescription 	instanceVariableNames: 'shortcutList collectingBlock categories orderingList sortingBlock updatingBlock okToolbar categoryList' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tools-Spec'","KMDescription class 	instanceVariableNames: ''"
KMDispatchChain,"Object subclass: #KMDispatchChain 	instanceVariableNames: 'target dispatcher initialTarget' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMDispatchChain class 	instanceVariableNames: ''"
KMDispatchChainTest,"AbstractKeymappingTest subclass: #KMDispatchChainTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tests'","KMDispatchChainTest class 	instanceVariableNames: ''"
KMDispatcher,"Object subclass: #KMDispatcher 	instanceVariableNames: 'target currentEvent targets morph directKeymaps' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMDispatcher class 	instanceVariableNames: ''"
KMDispatcherTestCase,"AbstractKeymappingTest subclass: #KMDispatcherTestCase 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tests'","KMDispatcherTestCase class 	instanceVariableNames: ''"
KMFactory,"Object subclass: #KMFactory 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMFactory class 	instanceVariableNames: ''"
KMKeyCombination,"Object subclass: #KMKeyCombination 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMKeyCombination class 	instanceVariableNames: ''"
KMKeyCombinationChoice,"KMKeyCombination subclass: #KMKeyCombinationChoice 	instanceVariableNames: 'shortcuts' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMKeyCombinationChoice class 	instanceVariableNames: ''"
KMKeyCombinationSequence,"KMKeyCombination subclass: #KMKeyCombinationSequence 	instanceVariableNames: 'shortcuts' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMKeyCombinationSequence class 	instanceVariableNames: ''"
KMKeymap,"Object subclass: #KMKeymap 	instanceVariableNames: 'action name shortcut defaultShortcut description' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMKeymap class 	instanceVariableNames: ''"
KMKeymapBuilder,"Object subclass: #KMKeymapBuilder 	instanceVariableNames: 'shortcutName platform' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Pragmas'","KMKeymapBuilder class 	instanceVariableNames: ''"
KMKeymapTest,"AbstractKeymappingTest subclass: #KMKeymapTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tests'","KMKeymapTest class 	instanceVariableNames: ''"
KMLog,"Object subclass: #KMLog 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMLog class 	instanceVariableNames: 'debug'"
KMMetaModifier,"KMModifier subclass: #KMMetaModifier 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMMetaModifier class 	instanceVariableNames: ''"
KMMockMorph,"Morph subclass: #KMMockMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tests-Mocks'","KMMockMorph class 	instanceVariableNames: ''"
KMModifiedKeyCombination,"KMKeyCombination subclass: #KMModifiedKeyCombination 	instanceVariableNames: 'modifier character' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMModifiedKeyCombination class 	instanceVariableNames: ''"
KMModifier,"KMKeyCombination subclass: #KMModifier 	instanceVariableNames: 'identifier name' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMModifier class 	instanceVariableNames: ''"
KMNamedCharKeyCombination,"KMSingleKeyCombination subclass: #KMNamedCharKeyCombination 	instanceVariableNames: 'name' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMNamedCharKeyCombination class 	instanceVariableNames: ''"
KMNoKeymap,"Object subclass: #KMNoKeymap 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMNoKeymap class 	instanceVariableNames: ''"
KMNoModifier,"KMModifier subclass: #KMNoModifier 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMNoModifier class 	instanceVariableNames: ''"
KMNoShortcut,"KMKeyCombination subclass: #KMNoShortcut 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMNoShortcut class 	instanceVariableNames: ''"
KMPartialMatch,"Announcement subclass: #KMPartialMatch 	instanceVariableNames: 'event source' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core-Announcements'","KMPartialMatch class 	instanceVariableNames: ''"
KMPerInstanceTests,"AbstractKeymappingTest subclass: #KMPerInstanceTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tests'","KMPerInstanceTests class 	instanceVariableNames: ''"
KMPlatformSpecificKeyCombination,"Object subclass: #KMPlatformSpecificKeyCombination 	instanceVariableNames: 'shortcut platform' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMPlatformSpecificKeyCombination class 	instanceVariableNames: ''"
KMPragmaKeymapBuilder,"Object subclass: #KMPragmaKeymapBuilder 	instanceVariableNames: 'pragmaKeywords model pragmaCollector' 	classVariableNames: 'UniqueInstace' 	poolDictionaries: '' 	category: 'Keymapping-Pragmas'","KMPragmaKeymapBuilder class 	instanceVariableNames: ''"
KMRepository,"Object subclass: #KMRepository 	instanceVariableNames: 'categories categoryHolders globalCategories' 	classVariableNames: 'Singleton' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMRepository class 	instanceVariableNames: ''"
KMShiftModifier,"KMModifier subclass: #KMShiftModifier 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMShiftModifier class 	instanceVariableNames: ''"
KMShortcutDeclaration,"SettingDeclaration subclass: #KMShortcutDeclaration 	instanceVariableNames: 'categoryName declaration shortcutName' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Settings'","KMShortcutDeclaration class 	instanceVariableNames: ''"
KMShortcutHandler,"Object subclass: #KMShortcutHandler 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMShortcutHandler class 	instanceVariableNames: ''"
KMShortcutSetting,"Object subclass: #KMShortcutSetting 	instanceVariableNames: 'shortcutName category action' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Settings'","KMShortcutSetting class 	instanceVariableNames: ''"
KMShortcutTest,"AbstractKeymappingTest subclass: #KMShortcutTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tests'","KMShortcutTest class 	instanceVariableNames: ''"
KMSingleKeyCombination,"KMKeyCombination subclass: #KMSingleKeyCombination 	instanceVariableNames: 'key' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMSingleKeyCombination class 	instanceVariableNames: 'specialKeys'"
KMStorage,"Object subclass: #KMStorage 	instanceVariableNames: 'namedRegistry anonymousRegistry' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMStorage class 	instanceVariableNames: ''"
KMTarget,"Object subclass: #KMTarget 	instanceVariableNames: 'realTarget morph targetSelector directKeymaps perInstanceCategories' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KMTarget class 	instanceVariableNames: ''"
KMUntypeableSingleKeyCombination,"KMSingleKeyCombination subclass: #KMUntypeableSingleKeyCombination 	instanceVariableNames: 'symbol name' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMUntypeableSingleKeyCombination class 	instanceVariableNames: ''"
KOI8RTextConverter,"ByteTextConverter subclass: #KOI8RTextConverter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-OtherLanguages'","KOI8RTextConverter class 	instanceVariableNames: ''"
KSX1001,"EncodedCharSet subclass: #KSX1001 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-OtherLanguages'","KSX1001 class 	instanceVariableNames: ''"
KernelClassesFilter,"StackFilter subclass: #KernelClassesFilter 	instanceVariableNames: 'kernelClasses' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'DebuggerFilters'","KernelClassesFilter class 	instanceVariableNames: ''"
Key,"Object subclass: #Key 	instanceVariableNames: 'value name' 	classVariableNames: 'KeyTable MacosVirtualKeyTable UnixVirtualKeyTable WindowsVirtualKeyTable' 	poolDictionaries: '' 	category: 'System-Platforms'","Key class 	instanceVariableNames: ''"
KeyNotFound,"NotFound subclass: #KeyNotFound 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Unordered'","KeyNotFound class 	instanceVariableNames: ''"
KeyPrinterMorph,"Morph subclass: #KeyPrinterMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tools-Debugger'","KeyPrinterMorph class 	instanceVariableNames: ''"
KeyboardEvent,"UserInputEvent subclass: #KeyboardEvent 	instanceVariableNames: 'keyValue charCode scanCode' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Core-Events'","KeyboardEvent class 	instanceVariableNames: ''"
KeyedTree,"Dictionary subclass: #KeyedTree 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Unordered'","KeyedTree class 	instanceVariableNames: ''"
KeyedTreeTest,"TestCase subclass: #KeyedTreeTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Tests-Unordered'","KeyedTreeTest class 	instanceVariableNames: ''"
KeymapBrowser,"ComposableModel subclass: #KeymapBrowser 	instanceVariableNames: 'clearFilterButton filterField kmTable' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Tools-Keymapping'","KeymapBrowser class 	instanceVariableNames: ''"
KeymapBuilderTest,"AbstractKeymappingTest subclass: #KeymapBuilderTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Tests'","KeymapBuilderTest class 	instanceVariableNames: ''"
KmGlobalDispatcher,"Object subclass: #KmGlobalDispatcher 	instanceVariableNames: 'dispatcher' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-Core'","KmGlobalDispatcher class 	instanceVariableNames: ''"
Komit,"KomitableObject subclass: #Komit 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","Komit class 	instanceVariableNames: ''"
KomitClass,"KomitObject subclass: #KomitClass 	instanceVariableNames: 'operations trackedClass definition methods definitions' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitClass class 	instanceVariableNames: 'classes'"
KomitClassNode,"KomitNode subclass: #KomitClassNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-UI'","KomitClassNode class 	instanceVariableNames: 'deletedClassIcon modifiedClassIcon addedClassIcon'"
KomitDefinition,"KomitObject subclass: #KomitDefinition 	instanceVariableNames: 'definition operation' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitDefinition class 	instanceVariableNames: 'definitions'"
KomitDefinitionNode,"KomitLeaf subclass: #KomitDefinitionNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-UI'","KomitDefinitionNode class 	instanceVariableNames: ''"
KomitDirectoryRemote,"KomitRemote subclass: #KomitDirectoryRemote 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitDirectoryRemote class 	instanceVariableNames: ''"
KomitFtpRemote,"KomitRemote subclass: #KomitFtpRemote 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitFtpRemote class 	instanceVariableNames: ''"
KomitGemstoneRemote,"KomitRemote subclass: #KomitGemstoneRemote 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitGemstoneRemote class 	instanceVariableNames: ''"
KomitHttpRemote,"KomitRemote subclass: #KomitHttpRemote 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitHttpRemote class 	instanceVariableNames: ''"
KomitLeaf,"KomitNode subclass: #KomitLeaf 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-UI'","KomitLeaf class 	instanceVariableNames: ''"
KomitMethod,"KomitObject subclass: #KomitMethod 	instanceVariableNames: 'method operation' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitMethod class 	instanceVariableNames: 'methods'"
KomitMethodNode,"KomitLeaf subclass: #KomitMethodNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-UI'","KomitMethodNode class 	instanceVariableNames: ''"
KomitNewSlice,"KomitRemote subclass: #KomitNewSlice 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitNewSlice class 	instanceVariableNames: ''"
KomitNode,"TreeNodeModel subclass: #KomitNode 	instanceVariableNames: 'silent' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-UI'","KomitNode class 	instanceVariableNames: ''"
KomitObject,"Object subclass: #KomitObject 	instanceVariableNames: 'added modified removed selected expanded' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitObject class 	instanceVariableNames: ''"
KomitPackage,"KomitObject subclass: #KomitPackage 	instanceVariableNames: 'package classes isFullyCommited dataRetriever patch' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitPackage class 	instanceVariableNames: 'packages'"
KomitPackageNode,"KomitNode subclass: #KomitPackageNode 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-UI'","KomitPackageNode class 	instanceVariableNames: ''"
KomitPatch,"Object subclass: #KomitPatch 	instanceVariableNames: 'base patch' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitPatch class 	instanceVariableNames: ''"
KomitRemote,"Object subclass: #KomitRemote 	instanceVariableNames: 'remote' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitRemote class 	instanceVariableNames: 'icon'"
KomitSliceUI,"ComposableModel subclass: #KomitSliceUI 	instanceVariableNames: 'fork issueNumber loadingWidget titleWidget valid' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-UI'","KomitSliceUI class 	instanceVariableNames: ''"
KomitSmalltalkhubRemote,"KomitRemote subclass: #KomitSmalltalkhubRemote 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitSmalltalkhubRemote class 	instanceVariableNames: ''"
KomitSqueakSourceRemote,"KomitRemote subclass: #KomitSqueakSourceRemote 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitSqueakSourceRemote class 	instanceVariableNames: ''"
KomitStagingArea,"Object subclass: #KomitStagingArea 	instanceVariableNames: 'packages filterBlock' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitStagingArea class 	instanceVariableNames: 'current'"
KomitTreeBuilder,"Object subclass: #KomitTreeBuilder 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-UI'","KomitTreeBuilder class 	instanceVariableNames: ''"
KomitableObject,"Object subclass: #KomitableObject 	instanceVariableNames: 'author entities message timestamp remote unselectedEntities' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","KomitableObject class 	instanceVariableNames: ''"
Komitter,"Object subclass: #Komitter 	instanceVariableNames: 'stagingArea lastCommit view' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Models'","Komitter class 	instanceVariableNames: 'lastMessage'"
KomitterManager,"Object subclass: #KomitterManager 	instanceVariableNames: 'versions' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Support'","KomitterManager class 	instanceVariableNames: 'instance'"
KomitterUI,"ComposableModel subclass: #KomitterUI 	instanceVariableNames: 'author authorName commitMessage diff message tree remotes remoteLabel checkCommit model previousMessages canCommit manageRemotes' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-UI'","KomitterUI class 	instanceVariableNames: 'manageRemotesIcon'"
KoreanEnvironment,"LanguageEnvironment subclass: #KoreanEnvironment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-OtherLanguages'","KoreanEnvironment class 	instanceVariableNames: ''"
LIFOQueue,"AtomicCollection subclass: #LIFOQueue 	instanceVariableNames: 'head' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Atomic'","LIFOQueue class 	instanceVariableNames: ''"
LIFOQueueTests,"TestCase subclass: #LIFOQueueTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Tests-Atomic'","LIFOQueueTests class 	instanceVariableNames: ''"
LOGFONTA,"Alien variableByteSubclass: #LOGFONTA 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Alien-Win32'","LOGFONTA class 	instanceVariableNames: ''"
LRUCache,"AbstractCache subclass: #LRUCache 	instanceVariableNames: 'lruList keyIndex' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Caching'","LRUCache class 	instanceVariableNames: ''"
LRUCacheTests,"TestCase subclass: #LRUCacheTests 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-CachingTests'","LRUCacheTests class 	instanceVariableNames: ''"
LabelClicked,"Announcement subclass: #LabelClicked 	instanceVariableNames: 'source stateChanged' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Basic'","LabelClicked class 	instanceVariableNames: ''"
LabelModel,"AbstractWidgetModel subclass: #LabelModel 	instanceVariableNames: 'labelHolder emphasis' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Core-Widgets'","LabelModel class 	instanceVariableNames: ''"
LabelMorph,"StringMorph subclass: #LabelMorph 	instanceVariableNames: 'getEnabledSelector getTextSelector enabled model disabledStyle' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Basic'","LabelMorph class 	instanceVariableNames: ''"
LanguageEnvironment,"Object subclass: #LanguageEnvironment 	instanceVariableNames: 'id' 	classVariableNames: 'ClipboardInterpreterClass Current FileNameConverter InputInterpreterClass KnownEnvironments SystemConverter' 	poolDictionaries: '' 	category: 'Multilingual-Languages'","LanguageEnvironment class 	instanceVariableNames: ''"
LargeInteger,"Integer variableByteSubclass: #LargeInteger 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Numbers'","LargeInteger class 	instanceVariableNames: ''"
LargeNegativeInteger,"LargeInteger variableByteSubclass: #LargeNegativeInteger 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Numbers'","LargeNegativeInteger class 	instanceVariableNames: ''"
LargeNegativeIntegerTest,"ClassTestCase subclass: #LargeNegativeIntegerTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Numbers'","LargeNegativeIntegerTest class 	instanceVariableNames: ''"
LargePositiveInteger,"LargeInteger variableByteSubclass: #LargePositiveInteger 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Numbers'","LargePositiveInteger class 	instanceVariableNames: ''"
LargePositiveIntegerTest,"ClassTestCase subclass: #LargePositiveIntegerTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Numbers'","LargePositiveIntegerTest class 	instanceVariableNames: ''"
Latin1,"EncodedCharSet subclass: #Latin1 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-Encodings'","Latin1 class 	instanceVariableNames: 'rightHalfSequence'"
Latin1Environment,"LanguageEnvironment subclass: #Latin1Environment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-Languages'","Latin1Environment class 	instanceVariableNames: ''"
Latin1TextConverter,"ByteTextConverter subclass: #Latin1TextConverter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-TextConversion'","Latin1TextConverter class 	instanceVariableNames: ''"
Latin2Environment,"LanguageEnvironment subclass: #Latin2Environment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-Languages'","Latin2Environment class 	instanceVariableNames: ''"
Latin9Environment,"LanguageEnvironment subclass: #Latin9Environment 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Multilingual-Languages'","Latin9Environment class 	instanceVariableNames: ''"
LayoutAbstractScope,"Object subclass: #LayoutAbstractScope 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Slot-Layout'","LayoutAbstractScope class 	instanceVariableNames: ''"
LayoutCell,"Object subclass: #LayoutCell 	instanceVariableNames: 'target cellSize extraSpace flags nextCell' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Layouts'","LayoutCell class 	instanceVariableNames: ''"
LayoutClassScope,"LayoutAbstractScope variableSubclass: #LayoutClassScope 	instanceVariableNames: 'parentScope' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Slot-Layout'","LayoutClassScope class 	instanceVariableNames: ''"
LayoutEmptyScope,"LayoutAbstractScope subclass: #LayoutEmptyScope 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Slot-Layout'","LayoutEmptyScope class 	instanceVariableNames: 'instance'"
LayoutFrame,"Object subclass: #LayoutFrame 	instanceVariableNames: 'leftFraction leftOffset topFraction topOffset rightFraction rightOffset bottomFraction bottomOffset' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Layouts'","LayoutFrame class 	instanceVariableNames: ''"
LayoutFrameTest,"TestCase subclass: #LayoutFrameTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Tests-Layouts'","LayoutFrameTest class 	instanceVariableNames: ''"
LayoutPolicy,"Object subclass: #LayoutPolicy 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Layouts'","LayoutPolicy class 	instanceVariableNames: ''"
LayoutProperties,"Object subclass: #LayoutProperties 	instanceVariableNames: 'hResizing vResizing disableLayout' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Layouts'","LayoutProperties class 	instanceVariableNames: ''"
LazyClassListExample,"ClassListExample subclass: #LazyClassListExample 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Examples-MorphTreeWidget'","LazyClassListExample class 	instanceVariableNames: ''"
LazyListMorph,"Morph subclass: #LazyListMorph 	instanceVariableNames: 'listItems font selectedRow selectedRows listSource maxWidth' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Pluggable'","LazyListMorph class 	instanceVariableNames: ''"
LazyMorphListMorph,"LazyListMorph subclass: #LazyMorphListMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Pluggable'","LazyMorphListMorph class 	instanceVariableNames: ''"
LazyMorphTreeMorph,"MorphTreeMorph subclass: #LazyMorphTreeMorph 	instanceVariableNames: 'lazyIncrement' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tree'","LazyMorphTreeMorph class 	instanceVariableNames: ''"
LazyMorphTreeNodeMorph,"MorphTreeNodeMorph subclass: #LazyMorphTreeNodeMorph 	instanceVariableNames: 'drawable' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Tree'","LazyMorphTreeNodeMorph class 	instanceVariableNames: ''"
LazyTabGroupMorph,"TabGroupMorph subclass: #LazyTabGroupMorph 	instanceVariableNames: 'announcer toolbarMorph headerMorph tabSelectorWidth' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Widgets'","LazyTabGroupMorph class 	instanceVariableNames: ''"
