Class Name,Instance Side Definition,Class Side Definition
GTMockSpotterStream,"GTSpotterUIThreadStream subclass: #GTMockSpotterStream 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Scripting-Mocks'","GTMockSpotterStream class 	instanceVariableNames: ''"
GTMockSpotterTask,"GLMAsyncTask subclass: #GTMockSpotterTask 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Scripting-Mocks'","GTMockSpotterTask class 	instanceVariableNames: ''"
GTMoldableDebugger,"GLMCompositePresentation subclass: #GTMoldableDebugger 	uses: GTBrowsingActions 	instanceVariableNames: '' 	classVariableNames: 'EnableDebuggerWindowDistinctColor EnableStackColoring GTDebuggerEnabledStatus' 	poolDictionaries: '' 	category: 'GT-Debugger-UI'","GTMoldableDebugger class 	uses: GTBrowsingActions classTrait 	instanceVariableNames: ''"
GTNullFilter,"GTStringFilter subclass: #GTNullFilter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Filters'","GTNullFilter class 	instanceVariableNames: ''"
GTObjectPrinter,"Object subclass: #GTObjectPrinter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Inspector'","GTObjectPrinter class 	instanceVariableNames: ''"
GTObjectVariablesBrowser,"GTRawObjectVariablesBrowser subclass: #GTObjectVariablesBrowser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Inspector'","GTObjectVariablesBrowser class 	instanceVariableNames: ''"
GTOpalScopeBrowser,"GLMCompositePresentation subclass: #GTOpalScopeBrowser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OpalTools'","GTOpalScopeBrowser class 	instanceVariableNames: ''"
GTOrderedFilter,"GTStringFilter subclass: #GTOrderedFilter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Filters'","GTOrderedFilter class 	instanceVariableNames: ''"
GTPlayBindingDarkThemer,"GTPlayBindingThemer subclass: #GTPlayBindingDarkThemer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlayBindingDarkThemer class 	instanceVariableNames: ''"
GTPlayBindingThemer,"GLMBrickThemerModule subclass: #GTPlayBindingThemer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlayBindingThemer class 	instanceVariableNames: ''"
GTPlayBook,"Object subclass: #GTPlayBook 	instanceVariableNames: 'pages pagesLimit' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlayBook class 	instanceVariableNames: 'instance cacheDirectory stashDirectory'"
GTPlayPage,"Object subclass: #GTPlayPage 	instanceVariableNames: 'title content creationTime modificationTime publishedUrl persistenceStrategies' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlayPage class 	instanceVariableNames: ''"
GTPlayPageCachePersistence,"GTPlayPageFilePersistence subclass: #GTPlayPageCachePersistence 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlayPageCachePersistence class 	instanceVariableNames: ''"
GTPlayPageFilePersistence,"GTPlayPagePersistence subclass: #GTPlayPageFilePersistence 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlayPageFilePersistence class 	instanceVariableNames: ''"
GTPlayPagePersistence,"Object subclass: #GTPlayPagePersistence 	instanceVariableNames: 'page' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlayPagePersistence class 	instanceVariableNames: ''"
GTPlayPageStashPersistence,"GTPlayPageFilePersistence subclass: #GTPlayPageStashPersistence 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlayPageStashPersistence class 	instanceVariableNames: ''"
GTPlayground,"GLMCompositePresentation subclass: #GTPlayground 	instanceVariableNames: '' 	classVariableNames: 'GTPlaygroundEnabledStatus PreferredExtent RememberPreferredExtent' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlayground class 	instanceVariableNames: ''"
GTPlaygroundBasicTest,"TestCase subclass: #GTPlaygroundBasicTest 	instanceVariableNames: 'playground window' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Playground'","GTPlaygroundBasicTest class 	instanceVariableNames: ''"
GTPlaygroundBindingsList,"GLMFallbackScrollListBrick subclass: #GTPlaygroundBindingsList 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlaygroundBindingsList class 	instanceVariableNames: ''"
GTPlaygroundEditableTabLabel,"GLMEditableLabelBrick subclass: #GTPlaygroundEditableTabLabel 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlaygroundEditableTabLabel class 	instanceVariableNames: ''"
GTPlaygroundHelp,"CustomHelp subclass: #GTPlaygroundHelp 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlaygroundHelp class 	instanceVariableNames: ''"
GTPlaygroundPlayPagesList,"GLMFallbackScrollListBrick subclass: #GTPlaygroundPlayPagesList 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlaygroundPlayPagesList class 	instanceVariableNames: ''"
GTPrintSelectionDebugAction,"GTCodeDebugAction subclass: #GTPrintSelectionDebugAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Debugger-Actions'","GTPrintSelectionDebugAction class 	instanceVariableNames: ''"
GTProfileSelectionDebugAction,"GTCodeDebugAction subclass: #GTProfileSelectionDebugAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Debugger-Actions'","GTProfileSelectionDebugAction class 	instanceVariableNames: ''"
GTProtoObjectVariablesBrowser,"GTRawObjectVariablesBrowser subclass: #GTProtoObjectVariablesBrowser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Inspector'","GTProtoObjectVariablesBrowser class 	instanceVariableNames: ''"
GTRawObjectVariablesBrowser,"GLMCompositePresentation subclass: #GTRawObjectVariablesBrowser 	instanceVariableNames: 'cachedHashes' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Inspector'","GTRawObjectVariablesBrowser class 	instanceVariableNames: ''"
GTRunToSelectionDebugAction,"RunToSelectionDebugAction subclass: #GTRunToSelectionDebugAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Debugger-Actions'","GTRunToSelectionDebugAction class 	instanceVariableNames: ''"
GTSUnitActivationPredicate,"GTDebuggerContextPredicate subclass: #GTSUnitActivationPredicate 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-SUnitDebugger'","GTSUnitActivationPredicate class 	instanceVariableNames: ''"
GTSUnitDebugSession,"DebugSession subclass: #GTSUnitDebugSession 	instanceVariableNames: 'assertionContext expectedResult actualResult testContext assertionCallerContext' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-SUnitDebugger'","GTSUnitDebugSession class 	instanceVariableNames: ''"
GTSUnitDebugger,"GTGenericStackDebugger subclass: #GTSUnitDebugger 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-SUnitDebugger'","GTSUnitDebugger class 	instanceVariableNames: ''"
GTSUnitDebuggerHelp,"GTDebuggerHelp subclass: #GTSUnitDebuggerHelp 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-SUnitDebugger'","GTSUnitDebuggerHelp class 	instanceVariableNames: ''"
GTSUnitDebuggerJumpToTestAction,"DebugAction subclass: #GTSUnitDebuggerJumpToTestAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-SUnitDebugger'","GTSUnitDebuggerJumpToTestAction class 	instanceVariableNames: ''"
GTSUnitDebuggerSmokeTest,"GTDebuggerSmokeTest subclass: #GTSUnitDebuggerSmokeTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Debugger'","GTSUnitDebuggerSmokeTest class 	instanceVariableNames: ''"
GTSUnitExampleFailingTest,"TestCase subclass: #GTSUnitExampleFailingTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-SUnitDebugger'","GTSUnitExampleFailingTest class 	instanceVariableNames: ''"
GTSUnitExampleWithProblematicSetUpTest,"TestCase subclass: #GTSUnitExampleWithProblematicSetUpTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-SUnitDebugger'","GTSUnitExampleWithProblematicSetUpTest class 	instanceVariableNames: ''"
GTSUnitExampleWithSetUpAndNoTearDownTest,"TestCase subclass: #GTSUnitExampleWithSetUpAndNoTearDownTest 	instanceVariableNames: 'a' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-SUnitDebugger'","GTSUnitExampleWithSetUpAndNoTearDownTest class 	instanceVariableNames: ''"
GTSUnitExampleWithSetUpAndTearDownTest,"TestCase subclass: #GTSUnitExampleWithSetUpAndTearDownTest 	instanceVariableNames: 'a' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-SUnitDebugger'","GTSUnitExampleWithSetUpAndTearDownTest class 	instanceVariableNames: ''"
GTSaveDebugAction,"GTCodeDebugAction subclass: #GTSaveDebugAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Debugger-Actions'","GTSaveDebugAction class 	instanceVariableNames: ''"
GTSelectionGoDebugAction,"GTCodeDebugAction subclass: #GTSelectionGoDebugAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Debugger-Actions'","GTSelectionGoDebugAction class 	instanceVariableNames: ''"
GTSelector,"Object subclass: #GTSelector 	instanceVariableNames: 'name methods' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-SpotterExtensions-Core'","GTSelector class 	instanceVariableNames: ''"
GTSimpleMethodsBrowser,"GLMCompositePresentation subclass: #GTSimpleMethodsBrowser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Inspector'","GTSimpleMethodsBrowser class 	instanceVariableNames: ''"
GTSimpleRBTreeBrowser,"GLMCompositePresentation subclass: #GTSimpleRBTreeBrowser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-InspectorExtensions-Core'","GTSimpleRBTreeBrowser class 	instanceVariableNames: ''"
GTSnippets,"Object subclass: #GTSnippets 	instanceVariableNames: 'instance snippets' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Inspector'","GTSnippets class 	instanceVariableNames: 'instance'"
GTSpecPreDebugWindow,"SpecPreDebugWindow subclass: #GTSpecPreDebugWindow 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Debugger-UI'","GTSpecPreDebugWindow class 	instanceVariableNames: ''"
GTSpotter,"Object subclass: #GTSpotter 	instanceVariableNames: 'foundationOrigin steps announcer currentStep pagerModel text isPreviewVisible isShiftPressed exceptionHandler history processorsFilter' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Model'","GTSpotter class 	instanceVariableNames: 'history isPreviewVisible wasOpened'"
GTSpotterA1,"TestCase subclass: #GTSpotterA1 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter'","GTSpotterA1 class 	instanceVariableNames: ''"
GTSpotterA2,"TestCase subclass: #GTSpotterA2 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter'","GTSpotterA2 class 	instanceVariableNames: ''"
GTSpotterA3,"TestCase subclass: #GTSpotterA3 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter'","GTSpotterA3 class 	instanceVariableNames: ''"
GTSpotterActOn,"Announcement subclass: #GTSpotterActOn 	instanceVariableNames: 'element eventType' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterActOn class 	instanceVariableNames: ''"
GTSpotterAllCandidatesAdded,"GTSpotterAnnouncement subclass: #GTSpotterAllCandidatesAdded 	instanceVariableNames: 'candidateLinks' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterAllCandidatesAdded class 	instanceVariableNames: ''"
GTSpotterAllCandidatesRemoved,"Announcement subclass: #GTSpotterAllCandidatesRemoved 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterAllCandidatesRemoved class 	instanceVariableNames: ''"
GTSpotterAnnouncement,"Announcement subclass: #GTSpotterAnnouncement 	instanceVariableNames: 'category' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterAnnouncement class 	instanceVariableNames: ''"
GTSpotterBlockIterator,"GTSpotterIterator subclass: #GTSpotterBlockIterator 	instanceVariableNames: 'onDo' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Iterators'","GTSpotterBlockIterator class 	instanceVariableNames: ''"
GTSpotterBreadcrumbSeparatorRenderer,"GLMBrickRenderer subclass: #GTSpotterBreadcrumbSeparatorRenderer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Renderer'","GTSpotterBreadcrumbSeparatorRenderer class 	instanceVariableNames: ''"
GTSpotterBreadcrumbVisibilityChanged,"Announcement subclass: #GTSpotterBreadcrumbVisibilityChanged 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterBreadcrumbVisibilityChanged class 	instanceVariableNames: ''"
GTSpotterBrickDarkThemer,"GLMBrickDarkThemer subclass: #GTSpotterBrickDarkThemer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Theme'","GTSpotterBrickDarkThemer class 	instanceVariableNames: ''"
GTSpotterBrickThemer,"GLMBrickThemer subclass: #GTSpotterBrickThemer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Theme'","GTSpotterBrickThemer class 	instanceVariableNames: ''"
GTSpotterCandidateAdded,"GTSpotterAnnouncement subclass: #GTSpotterCandidateAdded 	instanceVariableNames: 'candidateLink' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterCandidateAdded class 	instanceVariableNames: ''"
GTSpotterCandidateLink,"DoubleLink subclass: #GTSpotterCandidateLink 	instanceVariableNames: 'processorLink weight renderingProcessorLink' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Utils'","GTSpotterCandidateLink class 	instanceVariableNames: ''"
GTSpotterCandidateSelected,"Announcement subclass: #GTSpotterCandidateSelected 	instanceVariableNames: 'candidateBrick' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterCandidateSelected class 	instanceVariableNames: ''"
GTSpotterCandidateSelectedMoved,"Announcement subclass: #GTSpotterCandidateSelectedMoved 	instanceVariableNames: 'candidateBrick' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterCandidateSelectedMoved class 	instanceVariableNames: ''"
GTSpotterCandidatesAmountChanged,"GTSpotterAnnouncement subclass: #GTSpotterCandidatesAmountChanged 	instanceVariableNames: 'amount' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterCandidatesAmountChanged class 	instanceVariableNames: ''"
GTSpotterCandidatesList,"Object subclass: #GTSpotterCandidatesList 	instanceVariableNames: 'categories candidates announcer processorLinksMap' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Model'","GTSpotterCandidatesList class 	instanceVariableNames: ''"
GTSpotterCandidatesListProcessor,"GTSpotterCandidatesProcessor subclass: #GTSpotterCandidatesListProcessor 	instanceVariableNames: 'allCandidatesBlock candidatesLimit queryMatchingBlock title itemNameBlock itemIconBlock actBlock wantsToDisplayOnEmptyQuery filterBlock itemFilterNameBlock keyBinding sortBlock' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Processors'","GTSpotterCandidatesListProcessor class 	instanceVariableNames: ''"
GTSpotterCandidatesListTest,"TestCase subclass: #GTSpotterCandidatesListTest 	instanceVariableNames: 'candidates' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter'","GTSpotterCandidatesListTest class 	instanceVariableNames: ''"
GTSpotterCandidatesProcessor,"GTSpotterProcessor subclass: #GTSpotterCandidatesProcessor 	instanceVariableNames: 'origin allCandidates' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Processors'","GTSpotterCandidatesProcessor class 	instanceVariableNames: ''"
GTSpotterCategoryBrick,"GLMInteractableBrick subclass: #GTSpotterCategoryBrick 	instanceVariableNames: 'listBrick titleBrick stepModel category' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-UI'","GTSpotterCategoryBrick class 	instanceVariableNames: ''"
GTSpotterCategorySelected,"GTSpotterAnnouncement subclass: #GTSpotterCategorySelected 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterCategorySelected class 	instanceVariableNames: ''"
GTSpotterCategoryTitleBrick,"GLMInteractableBrick subclass: #GTSpotterCategoryTitleBrick 	instanceVariableNames: 'nameBrick amountBrick actionbarBrick stepModel diveInButton shortcutBrick category' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-UI'","GTSpotterCategoryTitleBrick class 	instanceVariableNames: ''"
GTSpotterContentsBrick,"GLMBrick subclass: #GTSpotterContentsBrick 	instanceVariableNames: 'headerBrick dropDownBrick spotterModel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-UI'","GTSpotterContentsBrick class 	instanceVariableNames: ''"
GTSpotterContext,"Object subclass: #GTSpotterContext 	instanceVariableNames: 'step stream search text textTrimmed textLowercase processor filter streamed cache continuing' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Model'","GTSpotterContext class 	instanceVariableNames: ''"
GTSpotterContextChanged,"Announcement subclass: #GTSpotterContextChanged 	instanceVariableNames: 'previous current' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterContextChanged class 	instanceVariableNames: ''"
GTSpotterCurrentStepChanged,"Announcement subclass: #GTSpotterCurrentStepChanged 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterCurrentStepChanged class 	instanceVariableNames: ''"
GTSpotterDebuggingExceptionHandler,"GTSpotterExceptionHandler subclass: #GTSpotterDebuggingExceptionHandler 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Exceptions'","GTSpotterDebuggingExceptionHandler class 	instanceVariableNames: ''"
GTSpotterDebuggingExceptionHandlerMock,"GTSpotterDebuggingExceptionHandler subclass: #GTSpotterDebuggingExceptionHandlerMock 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions-Mocks'","GTSpotterDebuggingExceptionHandlerMock class 	instanceVariableNames: ''"
GTSpotterDeploymentExceptionHandler,"GTSpotterExceptionHandler subclass: #GTSpotterDeploymentExceptionHandler 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Exceptions'","GTSpotterDeploymentExceptionHandler class 	instanceVariableNames: ''"
GTSpotterDeploymentExceptionHandlerMock,"GTSpotterDeploymentExceptionHandler subclass: #GTSpotterDeploymentExceptionHandlerMock 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions-Mocks'","GTSpotterDeploymentExceptionHandlerMock class 	instanceVariableNames: ''"
GTSpotterDeploymentExceptionHandlerMock5,"GTSpotterDeploymentExceptionHandlerMock subclass: #GTSpotterDeploymentExceptionHandlerMock5 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions-Mocks'","GTSpotterDeploymentExceptionHandlerMock5 class 	instanceVariableNames: ''"
GTSpotterDiveInCategory,"GTSpotterAnnouncement subclass: #GTSpotterDiveInCategory 	instanceVariableNames: 'eventType' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterDiveInCategory class 	instanceVariableNames: ''"
GTSpotterDiveInElement,"Announcement subclass: #GTSpotterDiveInElement 	instanceVariableNames: 'element eventType' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterDiveInElement class 	instanceVariableNames: ''"
GTSpotterDiveOut,"Announcement subclass: #GTSpotterDiveOut 	instanceVariableNames: 'element' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterDiveOut class 	instanceVariableNames: ''"
GTSpotterDoubleLinkedList,"DoubleLinkedList subclass: #GTSpotterDoubleLinkedList 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Utils'","GTSpotterDoubleLinkedList class 	instanceVariableNames: ''"
GTSpotterDropDownMorph,"GLMPagerBrick subclass: #GTSpotterDropDownMorph 	instanceVariableNames: 'spotterModel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-UI'","GTSpotterDropDownMorph class 	instanceVariableNames: ''"
GTSpotterEventCollector,"GTEventCollector subclass: #GTSpotterEventCollector 	instanceVariableNames: 'postponedEvents' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-EventRecorder-Base'","GTSpotterEventCollector class 	instanceVariableNames: ''"
GTSpotterEventCollectorBackwardCompatibilityTest,"TestCase subclass: #GTSpotterEventCollectorBackwardCompatibilityTest 	instanceVariableNames: 'unpacking checkedEvents' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-EventRecorder-Tests'","GTSpotterEventCollectorBackwardCompatibilityTest class 	instanceVariableNames: ''"
GTSpotterEventCollectorTest,"TestCase subclass: #GTSpotterEventCollectorTest 	instanceVariableNames: 'collector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-EventRecorder-Tests'","GTSpotterEventCollectorTest class 	instanceVariableNames: ''"
GTSpotterExamples,"Object subclass: #GTSpotterExamples 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Model'","GTSpotterExamples class 	instanceVariableNames: ''"
GTSpotterExceptionHandler,"Object subclass: #GTSpotterExceptionHandler 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Exceptions'","GTSpotterExceptionHandler class 	instanceVariableNames: ''"
GTSpotterExceptionHandlerNotFound,"Error subclass: #GTSpotterExceptionHandlerNotFound 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Exceptions'","GTSpotterExceptionHandlerNotFound class 	instanceVariableNames: ''"
GTSpotterExceptionMock1,"Object subclass: #GTSpotterExceptionMock1 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions-Mocks'","GTSpotterExceptionMock1 class 	instanceVariableNames: ''"
GTSpotterExceptionMock2,"Object subclass: #GTSpotterExceptionMock2 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions-Mocks'","GTSpotterExceptionMock2 class 	instanceVariableNames: ''"
GTSpotterExceptionMock3,"Object subclass: #GTSpotterExceptionMock3 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions-Mocks'","GTSpotterExceptionMock3 class 	instanceVariableNames: ''"
GTSpotterExceptionMock4,"Object subclass: #GTSpotterExceptionMock4 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions-Mocks'","GTSpotterExceptionMock4 class 	instanceVariableNames: ''"
GTSpotterExceptionMock4Filter,"GTFilter subclass: #GTSpotterExceptionMock4Filter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions-Mocks'","GTSpotterExceptionMock4Filter class 	instanceVariableNames: ''"
GTSpotterExceptionMock5,"Object subclass: #GTSpotterExceptionMock5 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions-Mocks'","GTSpotterExceptionMock5 class 	instanceVariableNames: ''"
GTSpotterExceptionMock5Filter,"GTFilter subclass: #GTSpotterExceptionMock5Filter 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions-Mocks'","GTSpotterExceptionMock5Filter class 	instanceVariableNames: ''"
GTSpotterExceptionsTest,"TestCase subclass: #GTSpotterExceptionsTest 	instanceVariableNames: 'spotter' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Tests-Spotter-Exceptions'","GTSpotterExceptionsTest class 	instanceVariableNames: 'exceptions fatals'"
GTSpotterExitAnnouncement,"Announcement subclass: #GTSpotterExitAnnouncement 	instanceVariableNames: 'eventType' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterExitAnnouncement class 	instanceVariableNames: ''"
GTSpotterExtensionSettings,"Object subclass: #GTSpotterExtensionSettings 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Model'","GTSpotterExtensionSettings class 	instanceVariableNames: 'disabledExtensions'"
GTSpotterGlobalShortcut,"KMCategory subclass: #GTSpotterGlobalShortcut 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-UI'","GTSpotterGlobalShortcut class 	instanceVariableNames: ''"
GTSpotterHeaderBrick,"GLMBrick subclass: #GTSpotterHeaderBrick 	instanceVariableNames: 'stepsBrick searchField closeButton spotterModel settingsButton helpButton' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-UI'","GTSpotterHeaderBrick class 	instanceVariableNames: ''"
GTSpotterHelp,"CustomHelp subclass: #GTSpotterHelp 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Help'","GTSpotterHelp class 	instanceVariableNames: ''"
GTSpotterHideHints,"Announcement subclass: #GTSpotterHideHints 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterHideHints class 	instanceVariableNames: ''"
GTSpotterHidePreview,"Announcement subclass: #GTSpotterHidePreview 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-Announcements'","GTSpotterHidePreview class 	instanceVariableNames: ''"
GTSpotterItemActionbarBrick,"GLMBrick subclass: #GTSpotterItemActionbarBrick 	instanceVariableNames: 'stepModel diveInButton actOnButton candidateLink' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-UI'","GTSpotterItemActionbarBrick class 	instanceVariableNames: ''"
