"version","package","class"
"3","Multilingual-Tests","MultiByteFileStreamTest"
"3","Compiler","UndeclaredVariable"
"3","Tools","ImageCleaner"
"3","HudsonBuildTools20","HDLintReport"
"3","CompilerTests","ClosureCompilerTest"
"3","Gofer-Tests","GoferResource"
"3","Monticello","MCFrontier"
"3","RPackage-Tests","RPackageClassesSynchronisationTest"
"3","AsmJit-Instructions","AJInstructionDecoration"
"3","Monticello","MCMockDependentItem"
"3","AsmJit-x86","AJxMMRegister"
"3","System-Settings","MultipleSettingDeclaration"
"3","FreeType","FontFamilyMemberAbstract"
"3","MonticelloGUI","MCRepositoryInspector"
"3","RPackage-Tests","RPackageTraitTest"
"3","Monticello","MCMcdReader"
"3","System-Platforms","MacOSXPlatform"
"3","FileSystem-Tests-Disk","WindowsStoreTest"
"3","Multilingual-OtherLanguages","EUCTextConverterTest"
"3","RecentSubmissions","VersionMethodReferenceConverter"
"3","UIManager","ProvideAnswerNotification"
"3","Settings-Compiler","CompilerSystemSettings"
"3","FileSystem-Tests-Core","PathTest"
"3","Monticello","MCVersionDependency"
